pashto,english,semantic_similarity
٨ ځکه چه تاسو دَ ايمان په وسيله په فضل خلاصُون مُوندلې دې،دا ستاسو له طرفه نه نۀ،بلکه دَ خُدائ پاک بخښنه ده. ٩ اؤ دا دَ عملُونو په سبب نۀ ده،دَ پاره دَ دې چه څوک فخر ونۀ کړى.,"Should Christians try to evangelize atheists? Christian martyrdom - what does the Bible say? Should Christians desire to become martyrs? How can I evangelize my friends and family members without offending them or pushing them away? If I convert to Christianity, my family will disown me, and I will be persecuted. Should I follow Jesus?",0.38128066
■ د حالتو د کاروبار تحليل نظارت لکه chargeable ساعتونو کې، د بودجې د وړاندې څخه ګټه اخیستنه او د سرانه په داسې حال کې فعاله سرچینو پریکړو چلولو؛,"■ Oversee analysis of business forecasting such as chargeable hours, utilisation and headcount against budget while proactively driving resourcing decisions;",0.38089386
’دا ناممکنه ده! ‘ پړانګ وغړمبیدو. ’ زه تر ټولو طاقتور پړانګ یم او اوس به دې وخورم او د همیشه له پاره به دې غلې کړم! ‘,"‘That is impossible,’ roared the tiger. ‘I am the biggest and fiercest tiger of them all and I will gobble you up right now to prove it!’",0.37970245
یو ځل چې تغذیه شوی وی دفتر 365خپل د مائیکروسافټ سره لاندینۍ کچې ته راوړي MCSE: د شیدو پواسطه د بریالیتوب لپاره ګټورتیا.,"Once you’ve aced Office 365, bring your association with Microsoft to the following level with the MCSE: Productivity to overcome SharePoint.",0.3786375
تقریبا شپږ میاشتی مخکی محمد یوسف د تیلو د اور د اخیستلو له کبله د بدن نیمه برخه وسوځیدله. کورنۍ یی لومړئ غور ولایتی روِغتون ته چی هلته دیوی اونۍ لپاره بستر وو او بیا یی د هرات روغتون ته انتقال کړو چی د یوی ورځی بستر نه وروسته بیا کابل ته راوستل شو.,"After suffering of burns, the family shifted the child to the provincial hospital where he was admitted for a week and then shifted to Herat regional hospital, and after one day in Herat the child was referred to Indira Gandhi Institute of Child Health (IGICH)Kabul.",0.37849477
په مقابل کې د کلیو د بیارغونې او پراختیا وزیر ښاغلي نصیر احمد دراني، د افغانستان د اسلامي جمهوریت د کلیو د بیارغونې او پراختیا له وزارت سره د جایکا له مرستو څخه قدرداني څرګنده او هغه یې وستایلې، زیاته یې کړه چې د افغانستان د کلیو د پراختیا او پرمختیا لپاره د جایکا مرستې مهمې او اړینې دي چې باید په راتلونکې کې هم دوام ومومي.,"Mr. Zia, who has a master's degree in war recovery studies from Britain's York University, has no time for those learned publications that have recently predicted that the Taliban are winning the insurgency.",0.37849444
3 فرهنگ و پايداري انرژي در معماري سنتي و معاصر ايران دومين همايش ملي اقليم،ساختمان و بهينه سازي مصرف انرژي با رويکرد توسعه پايدار ملی ندا بهرامي صالحلو اصفهان 1392/02/22,29 How Government Systems have influenced the emergence of nationalist architectural movements in Iran and Turkey باغ نظر 14 ايران داراب ديبا,0.37400925
سږ کال په افغانستان کې ټولټال ۱۰۹ امریکايي پوځیان وژل شوي دي.,"If the demands are not met, the US could end up leaving zero forces in Afghanistan, similar to the way it completely pulled out of Iraq in 2011.",0.37167874
په ځانګړې توګه ماشومان د دوی ډیر وخت مصرف کوي. دوی د 20 ساعتونو لپاره په بست کې دروغ کوي. له دې امله، مهمه ده چې یو مناسب موزیم واخلئ. دا لارښود د دې لپاره دی چې یو لنډیز وړاندې کړي، تاسو ته د مناسبو محصولاتو په اړه زده کړه ورکړي، مختلف ډولونه وړاندې کولو لپاره، او تاسو ته څه وښایئ ...,"Infants in particular spend most of their time sleeping. They lie in bed for up to 20 hours. Therefore, it is important to buy a suitable babymat. This guide is intended to provide an overview, to educate you about suitable products, to present different variants, and to show you what ...",0.37103844
د شنونکو په وینا دا مهال، چې د افغانستان په باب د پاکستان تګلارو او پالیسیو بدلون موندلی، ښايي د ښکېلو لوریو تر منځ به کنګلونه ویلي او د شته حساسیتونو کچه به ورسره ټيټه شي.,"Hezb-i-Islami, a powerful and feared player in the fight against the Soviets and later in the country’s civil war, is now widely seen as a spent insurgent force that poses little military threat to the Afghan government, the Western military or its Taliban rivals. Instead, on the eve of the American troop withdrawal, Hezb-i-Islami’s real strength now lies with its political party.",0.37071466
دجیولوجی اوکانونو داکتشاف انجنیری څانګه دخپل اکادمیک ژوند په اوږدوکی دلسانس ، ماستر او ډاکتر په سویه تر 2000زیات انجنیران روزلی او هیواد ،خلکو او افغانی ټولنی ته یی وړاندی کړیدی .,"During the activity years of the department, textbooks, learning aids, lab manuals, and lecture notes of different subjects have compiled and provided by national and foreign professors and has been published for the students.",0.3702679
د لوی هیتیانو نجونو په اړه کیسه چې غواړي خپل کنوانسیون له لاسه ورکړي. په زړه پورې کیسه په دفتر کې چېرې چې کټګورۍ څخه فارغ شوي په ډاګه نه کوي ...,A story about big hentai girls wishing to lose their virginity. An interesting story unfolds in the office where the characters are retired ...,0.36972705
تاسو ته اجازه درکوي له Macbook، پد، Mac د سرپاڼې، USB ډرایونه، د ډيجيټل کمرې، ګرځنده ټلیفونونه لري او د نورو د ساتلو د رسنیو د معلوماتو وژغوري.,"SystemRescyeCD also comes with unarchiving and archiving capabilities, file managers, web browsers and a host of other utilities for PC management.",0.36909002
ښځه د تور رنګ په واسطه د تور رنګ رنګ ډیزاین سره د کمپاس ټایټ مینه لري. دا د ټایټ ډیزاین د دوی محاکمې ته ګوري,Women with a brown skin will love Compass tattoo with a black ink design. This tattoo design make them look attractive to the public,0.36888275
ټاکل شوې وه چې د ناټو د دفاع وزیرانو په دوه ورځینۍ غونډه کې تر ۲۰۱۸ پوري د افغانستان د ۳ لکه ۵۲ زره کسیز ځواک د تمویلولو په اړه پرېکړه وشي خو ظاهراً غړیو هیوادونو دا مسله خپلو اقتصادي ستونزو ته په پام سره راتلونکې ته پرې ایښې ده.,"It also relates to contracts worth $100,000 (£65,000) or more – despite most contracts being worth less than this. Last week, a group of Republican and Democrat politicians proposed new legislation to give Sigar greater powers, enabling the watchdog to suspend or debar Afghan and foreign contractors.",0.368815
ټیسټرسټون سیپونټی د عضلاتو کیفیت او ځواک ساتلو کې مرسته کوي. دا د هډوکي ځواک او کثافت هم ساتي. بله لویه خبره دا ده چې تاسو به تل ستاسو د روزنیزو غونډو لپاره خوښ شئ ځکه چې دا مخدره توکي به ستاسو کاري ځواک ته وده ورکړي او پیاوړي کړي.,"Being a prescription drug, you can either give it to yourself at the comfort of your home after a physician has told you how to do so. Luckily it is self-injectable, and this makes it easy to use. It is also obtainable in its generic form.",0.36740863
